pathway	pval	padj	ES	NES	nMoreExtreme	size	celltype
metal_ion_transport	2.9997000299970003e-4	0.010033671725801586	0.39072511739720467	1.5905713364812148	2	170	bundle_sheath_ncell_2870
organic_anion_transport	3e-4	0.010033671725801586	0.41173748019529277	1.6222479025529124	2	103	bundle_sheath_ncell_2870
cysteine_biosynthetic_process	3.0012004801920766e-4	0.010033671725801586	0.43944177916972066	1.6946785596314655	2	79	bundle_sheath_ncell_2870
response_to_far_red_light	3.007217321571772e-4	0.010033671725801586	0.48715761371653193	1.817534001775397	2	56	bundle_sheath_ncell_2870
aging	3.015378429992964e-4	0.010033671725801586	0.5093377321370249	1.869007882442981	2	49	bundle_sheath_ncell_2870
glycogen_metabolic_process	3.4626038781163435e-4	0.011240794540909397	0.7653802884897918	2.0479046828808527	2	10	bundle_sheath_ncell_2870
sulfur_compound_biosynthetic_process	3.9996000399960006e-4	0.011577386259356068	0.3842451499791799	1.5590186909222261	3	159	bundle_sheath_ncell_2870
carbohydrate_biosynthetic_process	3.9996000399960006e-4	0.011577386259356068	0.3622266263968613	1.5005843508667394	3	233	bundle_sheath_ncell_2870
organic_acid_metabolic_process	3.9996000399960006e-4	0.011577386259356068	0.318303479905255	1.3552206667649733	3	478	bundle_sheath_ncell_2870
oxoacid_metabolic_process	3.9996000399960006e-4	0.011577386259356068	0.31725678538369456	1.350662634415904	3	477	bundle_sheath_ncell_2870
cysteine_metabolic_process	4.0012003601080324e-4	0.011577386259356068	0.4334231637335262	1.6728716847175356	3	80	bundle_sheath_ncell_2870
energy_reserve_metabolic_process	4.5439054867658755e-4	0.012867953623160384	0.7383540490625203	2.02501232774212	3	11	bundle_sheath_ncell_2870
polysaccharide_biosynthetic_process	4.999500049995e-4	0.01306993149824032	0.3707958062049624	1.5126212964533707	4	176	bundle_sheath_ncell_2870
glucan_biosynthetic_process	5e-4	0.01306993149824032	0.40808613834263163	1.6021737238819544	4	98	bundle_sheath_ncell_2870
pentose_phosphate_shunt	5.003001801080648e-4	0.01306993149824032	0.44185217185257325	1.6989758042499068	4	76	bundle_sheath_ncell_2870
response_to_hexose	5.00801282051282e-4	0.01306993149824032	0.45876519796568793	1.7361629339366362	4	65	bundle_sheath_ncell_2870
obsolete_coenzyme_metabolic_process	5.999400059994001e-4	0.015066417886513235	0.39379991593950664	1.5860077024138686	5	140	bundle_sheath_ncell_2870
sulfur_compound_metabolic_process	5.999400059994001e-4	0.015066417886513235	0.36987156369393487	1.508850949319253	5	176	bundle_sheath_ncell_2870
starch_biosynthetic_process	7.006305675107597e-4	0.01699608708738838	0.44038761028882495	1.6869043863076567	6	73	bundle_sheath_ncell_2870
response_to_fructose	7.023176482391894e-4	0.01699608708738838	0.47825112160726446	1.7728213037163911	6	53	bundle_sheath_ncell_2870
alpha_amino_acid_biosynthetic_process	7.999200079992001e-4	0.01807637983485441	0.3767386459847986	1.5215923766595438	7	148	bundle_sheath_ncell_2870
cellular_carbohydrate_metabolic_process	7.999200079992001e-4	0.01807637983485441	0.34884471618619917	1.4419556055285747	7	225	bundle_sheath_ncell_2870
starch_metabolic_process	8.000800080008001e-4	0.01807637983485441	0.4189960154321609	1.6330280589570465	7	89	bundle_sheath_ncell_2870
response_to_monosaccharide	8.012820512820513e-4	0.01807637983485441	0.44704918370551583	1.69730801817314	7	67	bundle_sheath_ncell_2870
amino_acid_transmembrane_transport	8.440599282549061e-4	0.018724062741788	0.6280554536219872	1.9688449058606183	7	19	bundle_sheath_ncell_2870
photosynthesis_light_harvesting	8.608630151727107e-4	0.018783748740899636	0.6550185614000661	1.9747059450410223	7	16	bundle_sheath_ncell_2870
cellular_polysaccharide_biosynthetic_process	8.999100089991e-4	0.018917715281989083	0.37507158908647376	1.514329538441433	8	147	bundle_sheath_ncell_2870
response_to_nematode	9.067096514205118e-4	0.018917715281989083	0.49385497416638924	1.7943118925476342	8	45	bundle_sheath_ncell_2870
photosynthetic_electron_transport_chain	9.096422073984233e-4	0.018917715281989083	0.511373438590498	1.822619011613869	8	39	bundle_sheath_ncell_2870
cellular_glucan_metabolic_process	9.99900009999e-4	0.01967386612902272	0.3831655167149835	1.5417402563637703	9	138	bundle_sheath_ncell_2870
cellular_carbohydrate_biosynthetic_process	9.99900009999e-4	0.01967386612902272	0.3682341444131598	1.4967717173446764	9	164	bundle_sheath_ncell_2870
polysaccharide_metabolic_process	9.99900009999e-4	0.01967386612902272	0.3487492399360472	1.4394699028637057	9	219	bundle_sheath_ncell_2870
response_to_red_light	0.001005126143330988	0.01967386612902272	0.480906593044058	1.764680204128953	9	49	bundle_sheath_ncell_2870
glucan_metabolic_process	0.0011998800119988001	0.02281714285714286	0.37649359644113295	1.516307443693975	11	140	bundle_sheath_ncell_2870
sulfur_amino_acid_biosynthetic_process	0.0012	0.02281714285714286	0.39751054104917033	1.5717088768850107	11	109	bundle_sheath_ncell_2870
carboxylic_acid_metabolic_process	0.0012998700129987	0.024367985736637603	0.3104651138831861	1.320801497915207	12	468	bundle_sheath_ncell_2870
response_to_blue_light	0.0014022435897435897	0.025922030804843305	0.44512927488707493	1.6728812899152632	13	60	bundle_sheath_ncell_2870
regulation_of_proton_transport	0.0014240667276980978	0.025964833076248882	0.5213900445882171	1.8167297787628685	13	33	bundle_sheath_ncell_2870
cellular_polysaccharide_metabolic_process	0.0014998500149985001	0.026272364078513112	0.36225343988589215	1.4811505272224006	14	184	bundle_sheath_ncell_2870
rRNA_processing	0.0015001500150015	0.026272364078513112	0.4075948693473712	1.5866499798393074	14	88	bundle_sheath_ncell_2870
rRNA_metabolic_process	0.0015001500150015	0.026272364078513112	0.4075948693473712	1.5866499798393074	14	88	bundle_sheath_ncell_2870
nitrogen_compound_transport	0.0015998400159984002	0.027654377419400918	0.35864226736301974	1.46333896282849	15	177	bundle_sheath_ncell_2870
ncRNA_processing	0.0017001700170017002	0.028647501652229176	0.3925485628656956	1.547655707382396	16	104	bundle_sheath_ncell_2870
amino_acid_transport	0.0017003400680136026	0.028647501652229176	0.41104112330816445	1.5985472748702285	16	87	bundle_sheath_ncell_2870
proline_transport	0.0017911705826572542	0.0295748202957482	0.5873854034856331	1.857121929898699	16	20	bundle_sheath_ncell_2870
lipid_biosynthetic_process	0.0017998200179982	0.0295748202957482	0.3281586226033413	1.3703493539238878	17	282	bundle_sheath_ncell_2870
lipid_metabolic_process	0.0018998100189981002	0.03071231338404621	0.3108282349957375	1.315842839131992	18	407	bundle_sheath_ncell_2870
glycine_catabolic_process	0.001973684210526316	0.03071231338404621	0.6576902652475218	1.9160506842256217	17	14	bundle_sheath_ncell_2870
serine_family_amino_acid_catabolic_process	0.001973684210526316	0.03071231338404621	0.6576902652475218	1.9160506842256217	17	14	bundle_sheath_ncell_2870
shoot_system_development	0.001999800019998	0.03071231338404621	0.34456657601449997	1.4184862187755811	19	209	bundle_sheath_ncell_2870
photosynthetic_electron_transport_in_photosystem_I	0.0020387359836901123	0.03071231338404621	0.5277622148112768	1.8218276334713572	19	31	bundle_sheath_ncell_2870
reductive_pentose_phosphate_cycle	0.0020447574690446437	0.03071231338404621	0.6799536892370615	1.864843302135387	17	11	bundle_sheath_ncell_2870
photosynthesis_dark_reaction	0.0020447574690446437	0.03071231338404621	0.6799536892370615	1.864843302135387	17	11	bundle_sheath_ncell_2870
xylem_development	0.002069108214359611	0.03071231338404621	0.552640631029772	1.8341749011234991	19	25	bundle_sheath_ncell_2870
alpha_amino_acid_metabolic_process	0.0020997900209979003	0.03071231338404621	0.35161490644302634	1.4380645742794287	20	185	bundle_sheath_ncell_2870
carbohydrate_metabolic_process	0.0020997900209979003	0.03071231338404621	0.3024449001410709	1.2888746345841917	20	492	bundle_sheath_ncell_2870
ribosome_biogenesis	0.0024	0.034348387096774194	0.39729693409229905	1.5543752313835628	23	93	bundle_sheath_ncell_2870
isoprenoid_biosynthetic_process	0.0024	0.034348387096774194	0.37678068982628315	1.5036999615232394	23	123	bundle_sheath_ncell_2870
glycine_metabolic_process	0.002582589045518132	0.03656836191047482	0.6149578210819342	1.8539335170049827	23	16	bundle_sheath_ncell_2870
cellular_lipid_metabolic_process	0.0027997200279972004	0.03882083333333333	0.31516697974558133	1.3247561334381754	27	329	bundle_sheath_ncell_2870
inorganic_anion_transport	0.0028	0.03882083333333333	0.3988371271436386	1.5565241109475498	27	90	bundle_sheath_ncell_2870
sulfur_amino_acid_metabolic_process	0.003	0.04116494845360825	0.3759275575081914	1.4925595838975578	29	116	bundle_sheath_ncell_2870
ribonucleoprotein_complex_biogenesis	0.0031	0.04210306122448979	0.38859474934575056	1.5249959794649497	30	97	bundle_sheath_ncell_2870
small_molecule_biosynthetic_process	0.0031996800319968005	0.043017920430179206	0.3096031671341019	1.3066245609595422	31	371	bundle_sheath_ncell_2870
organic_acid_biosynthetic_process	0.0032996700329967	0.04311350090697072	0.3175332642975887	1.3301081408794173	32	305	bundle_sheath_ncell_2870
carboxylic_acid_biosynthetic_process	0.0032996700329967	0.04311350090697072	0.3175332642975887	1.3301081408794173	32	305	bundle_sheath_ncell_2870
pyruvate_metabolic_process	0.003303964757709251	0.04311350090697072	0.41466928240737966	1.58344802475071	32	71	bundle_sheath_ncell_2870
isoprenoid_metabolic_process	0.0034996500349965005	0.04522363297650818	0.3696976181425633	1.4780598790358797	34	126	bundle_sheath_ncell_2870
carbon_fixation	0.0035794183445190158	0.04580967131302702	0.6577675856807561	1.8450227681329459	31	12	bundle_sheath_ncell_2870
response_to_metal_ion	0.0037996200379962005	0.04771032330729191	0.3417687924215519	1.4018542071101225	37	195	bundle_sheath_ncell_2870
response_to_cold	0.0037996200379962005	0.04771032330729191	0.3404354882605575	1.39754730534602	37	198	bundle_sheath_ncell_2870
acidic_amino_acid_transport	0.003975917300920141	0.04929136715958034	0.6609044741025941	1.8125988598788756	34	11	bundle_sheath_ncell_2870
pigment_metabolic_process	0.003999600039996	0.04929136715958034	0.36660787228628455	1.4669175063305417	39	128	bundle_sheath_ncell_2870
response_to_gibberellin	0.004230033235975425	0.051652974652140284	0.4592153387436659	1.663905704611631	41	44	bundle_sheath_ncell_2870
regulation_of_photosynthesis	0.004386881136411114	0.05276036036036036	0.5504159963729569	1.7782458705162456	41	22	bundle_sheath_ncell_2870
pigment_biosynthetic_process	0.0044	0.05276036036036036	0.38521579107403076	1.5148495118710712	43	100	bundle_sheath_ncell_2870
amide_transport	0.004526283304186812	0.053790027481005774	0.5191621720325716	1.7486486709728757	43	27	bundle_sheath_ncell_2870
ncRNA_metabolic_process	0.0045995400459954	0.054176883196636084	0.3622638177893981	1.452180559730271	45	131	bundle_sheath_ncell_2870
response_to_sucrose	0.004801920768307323	0.05606453107558813	0.3986252744529772	1.5372723713685907	47	79	bundle_sheath_ncell_2870
leaf_development	0.005499450054994501	0.06365015672345808	0.3613612211973211	1.4476622930276828	54	130	bundle_sheath_ncell_2870
fatty_acid_metabolic_process	0.005599440055994401	0.06390224358974358	0.3606402437914973	1.4447739592959177	55	130	bundle_sheath_ncell_2870
response_to_hormone	0.0057994200579942	0.06390224358974358	0.2905341549763982	1.2426164068457288	57	554	bundle_sheath_ncell_2870
response_to_disaccharide	0.005801740522156647	0.06390224358974358	0.39528472727537584	1.525669791074712	57	80	bundle_sheath_ncell_2870
isopentenyl_diphosphate_biosynthetic_process	0.005809294871794872	0.06390224358974358	0.4100838106296562	1.5622215335679825	57	69	bundle_sheath_ncell_2870
isopentenyl_diphosphate_biosynthetic_process_methylerythritol_4_phosphate_pathway	0.005809294871794872	0.06390224358974358	0.4100838106296562	1.5622215335679825	57	69	bundle_sheath_ncell_2870
isopentenyl_diphosphate_metabolic_process	0.005809294871794872	0.06390224358974358	0.4100838106296562	1.5622215335679825	57	69	bundle_sheath_ncell_2870
secondary_metabolite_biosynthetic_process	0.006	0.06545901639344262	0.37003099423101043	1.4636048161616872	59	110	bundle_sheath_ncell_2870
oligopeptide_transport	0.0062164155515751765	0.06726869186298015	0.5520861885450841	1.7455172734239408	58	20	bundle_sheath_ncell_2870
PSII_associated_light_harvesting_complex_II_catabolic_process	0.006711409395973154	0.07146308724832215	0.6324419194901473	1.7739848639293683	59	12	bundle_sheath_ncell_2870
peptide_transport	0.006814131460320789	0.07198102360069024	0.5458954395948165	1.7465925052442843	64	21	bundle_sheath_ncell_2870
drug_transmembrane_transport	0.006886904121381685	0.07217692429574034	0.581390147012377	1.752735948794594	63	16	bundle_sheath_ncell_2870
cell_wall_organization_or_biogenesis	0.006999300069993001	0.07278178432156784	0.3191866720168395	1.326501241751471	69	249	bundle_sheath_ncell_2870
glyceraldehyde_3_phosphate_metabolic_process	0.0074103745243340674	0.07645898055727632	0.4048786909269749	1.5443291774066923	73	70	bundle_sheath_ncell_2870
chlorophyll_biosynthetic_process	0.00820004049402713	0.08395579921192392	0.4632540228876217	1.6357904583840195	80	36	bundle_sheath_ncell_2870
heterocycle_biosynthetic_process	0.008399160083991601	0.08533803108238794	0.286224279324729	1.2264922392109627	83	595	bundle_sheath_ncell_2870
secondary_metabolic_process	0.0086991300869913	0.0874089552238806	0.33488799735193103	1.367417351471421	86	181	bundle_sheath_ncell_2870
cellular_amino_acid_metabolic_process	0.008799120087991202	0.0874089552238806	0.3149730454389056	1.3116249574157475	87	261	bundle_sheath_ncell_2870
small_molecule_catabolic_process	0.0088	0.0874089552238806	0.3740545311088817	1.4647036006822776	87	94	bundle_sheath_ncell_2870
response_to_salicylic_acid	0.009299070092990702	0.0906532535152282	0.3466338501210023	1.398821919429041	92	146	bundle_sheath_ncell_2870
cellular_amino_acid_biosynthetic_process	0.0093990600939906	0.0906532535152282	0.3309949703568248	1.354101425996478	93	186	bundle_sheath_ncell_2870
phyllome_development	0.009599040095990401	0.09191598825728937	0.34694607320038007	1.3994196117468238	95	144	bundle_sheath_ncell_2870
monocarboxylic_acid_metabolic_process	0.009999000099990002	0.09506192237919067	0.3055810093864832	1.2812265941780172	99	310	bundle_sheath_ncell_2870
regulation_of_meristem_development	0.010202040408081616	0.09628558516379905	0.3783208247775509	1.4712973694882827	101	87	bundle_sheath_ncell_2870
zinc_ion_homeostasis	0.010272391505078486	0.09628558516379905	0.6444071438930092	1.7242205312920995	88	10	bundle_sheath_ncell_2870
regulation_of_biological_quality	0.0108989101089891	0.10144370178366778	0.29933294689738216	1.2624056850642182	108	364	bundle_sheath_ncell_2870
regulation_of_ion_transport	0.011001100110011002	0.10168377948906002	0.3757353864185268	1.4626301460575901	109	88	bundle_sheath_ncell_2870
regulation_of_meristem_growth	0.011510359323391051	0.10565716040988614	0.3909107588593252	1.4973833467798257	114	73	bundle_sheath_ncell_2870
response_to_lipid	0.011898810118988102	0.10583891855049414	0.3018604120005652	1.2677686206462355	118	321	bundle_sheath_ncell_2870
defense_response	0.011898810118988102	0.10583891855049414	0.2984485370757425	1.258866070769393	118	365	bundle_sheath_ncell_2870
microtubule_nucleation	0.011926605504587157	0.10583891855049414	0.47500408092532403	1.6397073082446247	116	31	bundle_sheath_ncell_2870
organic_hydroxy_compound_transport	0.011927751902760422	0.10583891855049414	0.622388287360373	1.7069642350404994	104	11	bundle_sheath_ncell_2870
phospholipid_biosynthetic_process	0.012301230123012302	0.10757065319109116	0.3600642306454432	1.4207642039373893	122	106	bundle_sheath_ncell_2870
lipoate_metabolic_process	0.0123866401238664	0.10757065319109116	0.5972255829682056	1.7084507788228038	111	13	bundle_sheath_ncell_2870
nitrate_metabolic_process	0.012607830126078301	0.10757065319109116	0.5964305715093831	1.706176532734336	113	13	bundle_sheath_ncell_2870
nitrate_assimilation	0.012607830126078301	0.10757065319109116	0.5964305715093831	1.706176532734336	113	13	bundle_sheath_ncell_2870
reactive_nitrogen_species_metabolic_process	0.012607830126078301	0.10757065319109116	0.5964305715093831	1.706176532734336	113	13	bundle_sheath_ncell_2870
hexose_metabolic_process	0.0131986801319868	0.11189454302977345	0.3337710712118921	1.3563975902016	131	163	bundle_sheath_ncell_2870
organic_acid_catabolic_process	0.013601360136013601	0.11385792667317045	0.37459391172950024	1.4547008023722237	135	85	bundle_sheath_ncell_2870
carboxylic_acid_catabolic_process	0.013601360136013601	0.11385792667317045	0.37459391172950024	1.4547008023722237	135	85	bundle_sheath_ncell_2870
response_to_inorganic_substance	0.013798620137986202	0.1147872712728727	0.2885310793112414	1.2266546839267713	137	461	bundle_sheath_ncell_2870
unsaturated_fatty_acid_biosynthetic_process	0.013992442038606884	0.11496259477398618	0.471825328156084	1.619913292069817	136	30	bundle_sheath_ncell_2870
unsaturated_fatty_acid_metabolic_process	0.013992442038606884	0.11496259477398618	0.471825328156084	1.619913292069817	136	30	bundle_sheath_ncell_2870
response_to_other_organism	0.0143985601439856	0.1168566070222246	0.29235305241335036	1.23833184955131	143	412	bundle_sheath_ncell_2870
fatty_acid_catabolic_process	0.015139199349725666	0.12138719478605337	0.4569784508280341	1.5987631504827933	148	34	bundle_sheath_ncell_2870
monocarboxylic_acid_catabolic_process	0.015139199349725666	0.12138719478605337	0.4569784508280341	1.5987631504827933	148	34	bundle_sheath_ncell_2870
response_to_biotic_stimulus	0.0156984301569843	0.12484126984126985	0.291467906189438	1.2352665299672128	156	416	bundle_sheath_ncell_2870
energy_derivation_by_oxidation_of_organic_compounds	0.01575757575757576	0.12484126984126985	0.43723679655892284	1.563907270928379	155	40	bundle_sheath_ncell_2870
monovalent_inorganic_cation_transport	0.0164	0.1291621301775148	0.36158091218988064	1.418983242231672	163	97	bundle_sheath_ncell_2870
cellular_aldehyde_metabolic_process	0.0182	0.14249529411764705	0.362443699355824	1.418016251086503	181	93	bundle_sheath_ncell_2870
defense_response_to_bacterium	0.0183981601839816	0.1432043930109913	0.3406973971946708	1.3663878811014007	183	132	bundle_sheath_ncell_2870
cell_wall_macromolecule_metabolic_process	0.0202	0.15631511627906977	0.3592249984356986	1.4066348751452404	201	94	bundle_sheath_ncell_2870
response_to_drug	0.02057656152078546	0.1583086900818812	0.4992458364422998	1.6129288626713452	196	22	bundle_sheath_ncell_2870
regulation_of_dephosphorylation	0.020839595230938784	0.1585000071564544	0.3886805475959243	1.4675740814054223	207	63	bundle_sheath_ncell_2870
regulation_of_protein_dephosphorylation	0.020839595230938784	0.1585000071564544	0.3886805475959243	1.4675740814054223	207	63	bundle_sheath_ncell_2870
response_to_zinc_ion	0.02100144837575005	0.15882345334160977	0.48059571210598195	1.5950629454982634	202	25	bundle_sheath_ncell_2870
flavonoid_biosynthetic_process	0.021141864978041058	0.15898204681227485	0.45937136844733895	1.5771552338071535	206	30	bundle_sheath_ncell_2870
carbohydrate_transport	0.021535674750930864	0.16103361288476956	0.4124527510837475	1.5057159042358925	213	47	bundle_sheath_ncell_2870
chlorophyll_metabolic_process	0.0218436873747495	0.16192214111922143	0.390257599114676	1.4684127110412462	217	61	bundle_sheath_ncell_2870
glucose_metabolic_process	0.021897810218978103	0.16192214111922143	0.3283164182020011	1.3309706608246206	218	156	bundle_sheath_ncell_2870
cellular_lipid_catabolic_process	0.022222222222222223	0.16341313689379988	0.42744395733896434	1.5288802727899418	219	40	bundle_sheath_ncell_2870
response_to_red_or_far_red_light	0.022897710228977103	0.16635836416358363	0.3359719964601382	1.3467864520679678	228	131	bundle_sheath_ncell_2870
flavonoid_metabolic_process	0.022980360396841464	0.16635836416358363	0.43577024935432795	1.5387428510563759	226	36	bundle_sheath_ncell_2870
response_to_abscisic_acid	0.022997700229977002	0.16635836416358363	0.30432954959296055	1.2659229935161056	229	253	bundle_sheath_ncell_2870
phospholipid_metabolic_process	0.023297670232976703	0.1676172923248216	0.33150658877973604	1.3355412647384413	232	141	bundle_sheath_ncell_2870
response_to_glucose	0.02366011727188561	0.1693097639187083	0.4697538865895177	1.5822310517214788	229	27	bundle_sheath_ncell_2870
shoot_system_morphogenesis	0.0245975402459754	0.17365967609273816	0.3346072951782038	1.342977585595381	245	133	bundle_sheath_ncell_2870
cellular_nitrogen_compound_biosynthetic_process	0.0245975402459754	0.17365967609273816	0.277222643663225	1.1871892676443465	245	581	bundle_sheath_ncell_2870
fatty_acid_biosynthetic_process	0.02470494098819764	0.17365967609273816	0.36082437499181014	1.4032533210003875	246	87	bundle_sheath_ncell_2870
nitrogen_cycle_metabolic_process	0.025051512851100747	0.17365967609273816	0.5437528488617565	1.613895127553279	230	15	bundle_sheath_ncell_2870
gibberellic_acid_mediated_signaling_pathway	0.025072635316905196	0.17365967609273816	0.5343470733848312	1.610913651474108	232	16	bundle_sheath_ncell_2870
organonitrogen_compound_metabolic_process	0.025097490250974904	0.17365967609273816	0.2778653077343003	1.1884391208989227	250	555	bundle_sheath_ncell_2870
amino_acid_import	0.025181305398871878	0.17365967609273816	0.4094905718940861	1.4920270755550311	249	46	bundle_sheath_ncell_2870
monosaccharide_metabolic_process	0.026697330266973303	0.18222639274534083	0.3199114673849112	1.3041721472733145	266	174	bundle_sheath_ncell_2870
cellular_response_to_salicylic_acid_stimulus	0.027	0.18335204081632653	0.3423645543228285	1.3593031065040213	269	116	bundle_sheath_ncell_2870
water_transport	0.028296207104154123	0.1865236083133983	0.3940054418437826	1.4634742225644486	281	54	bundle_sheath_ncell_2870
fluid_transport	0.028296207104154123	0.1865236083133983	0.3940054418437826	1.4634742225644486	281	54	bundle_sheath_ncell_2870
iron_ion_homeostasis	0.028330126149240967	0.1865236083133983	0.5182001866984494	1.580861681101968	264	17	bundle_sheath_ncell_2870
carbohydrate_catabolic_process	0.028397160283971604	0.1865236083133983	0.31812284500644544	1.2973923975145927	283	175	bundle_sheath_ncell_2870
glucan_catabolic_process	0.02839940929228672	0.1865236083133983	0.5838188419833816	1.6011835428891512	249	11	bundle_sheath_ncell_2870
cellular_polysaccharide_catabolic_process	0.02839940929228672	0.1865236083133983	0.5838188419833816	1.6011835428891512	249	11	bundle_sheath_ncell_2870
carbohydrate_transmembrane_transport	0.028448003371615214	0.1865236083133983	0.49825406294463215	1.5753175708225369	269	20	bundle_sheath_ncell_2870
response_to_carbohydrate	0.029097090290970903	0.18984425086903073	0.3018871354283061	1.2551163301986785	290	251	bundle_sheath_ncell_2870
divalent_inorganic_cation_homeostasis	0.030153508771929825	0.19053983759657675	0.5450938836328358	1.5880233658450549	274	14	bundle_sheath_ncell_2870
gibberellin_mediated_signaling_pathway	0.03025443660466111	0.19053983759657675	0.5146708629580482	1.5700948523654696	282	17	bundle_sheath_ncell_2870
cellular_response_to_gibberellin_stimulus	0.03025443660466111	0.19053983759657675	0.5146708629580482	1.5700948523654696	282	17	bundle_sheath_ncell_2870
plastid_organization	0.030296970302969704	0.19053983759657675	0.330530743980503	1.3273416036798118	302	134	bundle_sheath_ncell_2870
S_glycoside_metabolic_process	0.030448717948717948	0.19053983759657675	0.3755108142745161	1.4256988698556863	303	67	bundle_sheath_ncell_2870
glycosinolate_metabolic_process	0.030448717948717948	0.19053983759657675	0.3755108142745161	1.4256988698556863	303	67	bundle_sheath_ncell_2870
